x_1,x_2,Class_label
-22.9404898,-26.3163981,2
9.35386198,-127.679469,0
-23.8175235,35.2960032,2
-4.12780751,80.9858249,1
-27.8345713,-91.8805562,2
-25.539088,-208.76625,2
-4.83085411,121.634681,1
-26.5249521,-67.5492429,2
-3.43651308,93.7277886,1
25.200652,-51.2162155,0
6.55155735,32.9790926,1
6.53654426,-14.8721756,1
-23.920353,-267.391823,0
-28.2516339,-262.074297,2
-25.2218076,-196.115567,2
14.4831608,-120.806662,0
-2.79973457,103.012768,1
-0.0530560145,-206.617468,0
14.2266538,-131.402898,0
8.25417168,-113.107195,0
11.061381,-117.679676,0
-23.3162498,-199.06953,2
-30.1669642,-69.1386947,2
-8.28715395,177.851582,1
-5.78599505,-253.661292,0
-15.8686883,-239.841728,0
3.57604561,46.2686712,1
-32.0578668,-461.240458,2
-3.11120431,-231.847737,1
-23.9950749,-104.157543,2
-9.53940119,-157.441013,0
-26.0005835,18.2661385,2
10.2638991,-105.198211,0
-29.0561981,-257.459407,2
4.51794406,21.0124705,1
1.004161,72.4454549,1
6.86592656,50.5655706,1
-27.8412898,-363.054554,2
-24.0197683,-62.0564228,2
-1.7259687,89.7478611,1
7.01162703,-187.097238,0
1.23797018,104.690853,1
-13.530626,141.402418,1
5.33410161,79.3126266,1
-9.71043279,79.5944617,1
-5.94861036,-227.166878,0
-24.2506976,-232.997758,2
3.40953037,38.4448116,1
-13.400581,195.65183,2
16.8637117,-114.136331,0
-12.0538092,162.63352,1
-1.04794376,-258.90335,0
24.6958248,-29.7765787,0
-0.486149876,-206.027586,0
-7.34042357,-210.052276,0
-28.5097933,-276.906707,2
-8.2565808,158.887653,1
5.41949767,-114.103729,0
-1.99771187,-152.339521,0
-16.0449399,-211.998129,1
-2.82756033,-183.529461,0
-9.21091329,98.2325733,1
-2.25896522,106.859519,1
8.8656694,-157.217091,0
-3.89992321,-183.348787,0
-0.599858363,-164.55396,0
4.33303475,-179.34971,0
-9.76528936,-191.117757,0
-29.2499252,-167.629132,2
-26.3191121,-229.076141,2
-24.745953,-217.555816,2
-28.1720592,-334.038072,2
-0.891867277,-180.76421,0
-27.3716761,-208.041043,2
2.70386446,-152.997997,0
-24.7678796,-119.95138,2
3.68476747,-176.36435,0
-29.9090288,-536.454143,1
-27.1820516,-442.620659,2
14.2693466,-69.3322386,0
7.1605523,-82.8403314,0
-10.3269664,100.311415,1
-14.4231244,205.65892,1
-6.91311852,139.575343,1
-29.476128,-466.301688,2
-23.3059046,-165.573728,2
-4.92584403,147.336045,1
-6.67709243,-204.552599,0
-3.44772113,-187.142673,0
-0.578897987,42.8263938,1
-23.8011631,-0.585677334,2
-26.5606389,-376.946187,2
1.68773717,63.6397587,1
5.92878333,32.8132892,0
-22.7637952,212.588889,1
-5.33883355,-207.832008,0
-7.07232601,179.419322,1
-8.14363521,106.648639,1
-0.56611565,-242.230046,0
5.13791747,-161.834395,0
-23.4799464,-161.198369,2
-0.648863172,60.4952462,1
-0.229053888,-155.565404,2
-20.961408,-287.639314,0
-16.815029,-248.500033,0
5.20153144,16.734136,1
15.6390513,-57.4239413,1
-26.2287113,-67.7876911,2
-24.5854796,-150.905555,2
13.5039496,0.829530883,1
1.99788956,-65.756374,0
10.2798704,-7.94026703,1
5.2922599,-159.981313,0
-28.3073977,-329.382277,2
-23.9952671,-144.264915,2
3.65124641,74.2156538,1
8.7092444,-91.1116944,0
-23.934972,25.3103407,2
-25.8865006,-243.340888,2
1.05503863,-169.686324,0
20.7381124,7.89726973,1
8.00579591,-173.957937,0
-25.9368035,-212.306466,2
-2.77672386,121.423831,1
-23.6614542,-167.431839,2
3.88204063,-110.735526,0
-19.5746629,-284.824634,0
-27.8160432,-122.358736,2
-21.9504196,3.04208067,2
10.70411,-10.7971072,1
-0.298082481,-169.818416,0
-24.2032049,-82.9685828,2
13.592284,-116.836155,0
-23.4289839,-157.823595,2
-4.05748656,136.070654,1
2.08008849,60.8553114,1
22.9403761,-137.676349,1
-6.18883974,-200.053948,0
-16.0953371,-227.578649,0
-26.3661229,-227.119003,2
-28.5107087,-165.146553,2
0.679665245,92.2555026,1
14.2642873,-70.1557456,1
6.07146736,60.6024835,1
20.6767913,-64.0621617,1
10.7841087,-119.631555,0
5.13992119,11.965272,1
14.4868308,-88.7128389,0
-28.3596121,-156.043045,2
-25.9787409,-126.319902,2
7.96654558,-154.045767,0
8.99788879,-45.0331311,1
-3.79125839,-178.776282,0
-25.0510459,-190.837024,2
10.0451058,54.7894315,1
15.2834838,-30.2571032,1
14.6924502,-62.2384616,1
2.20753654,90.1329661,1
-13.3920425,135.870027,1
-13.7998699,-238.479127,0
-25.8633178,-108.57096,2
-24.0604355,-38.5399379,2
-27.8978686,-136.482495,2
-7.75823873,-246.843091,0
-25.7675725,-257.481022,2
-27.7874875,-361.748267,2
-24.8988955,49.0838922,2
-12.9809425,153.671134,1
-24.6611909,-6.11160617,2
-19.5183558,-291.25202,0
4.38775479,17.5105533,1
-14.5549462,159.407545,1
1.68980338,-174.434065,2
-1.14537525,16.5858757,0
8.95693063,-22.4879719,1
-28.2144134,-372.783795,2
-26.3594009,228.357263,1
7.70780821,-180.246545,0
-24.0113828,25.5999913,2
10.9527767,-146.498729,0
-27.2828309,-342.709293,0
-25.7089447,-147.318433,2
1.10257346,-181.057074,0
-24.9874959,-150.349305,2
-22.8470848,65.8557243,2
17.5938834,-82.4209873,1
-0.924001673,80.9790086,1
-25.8593455,-134.819606,2
-9.56805137,-231.403496,0
14.5809335,-90.530974,0
-28.0104608,-200.676119,2
2.55744559,14.2648377,1
-27.8367409,-366.549179,2
-0.496948783,-140.754366,0
15.4556562,-71.0630953,1
-29.5225964,-380.255729,2
-24.0365178,-125.125059,2
2.4870515,34.0380436,1
-27.3920184,-346.825385,2
-4.23395619,78.8626411,1
-11.8403796,-277.948514,0
-14.9004426,-249.144738,0
5.44474563,-167.968828,0
-11.4918311,163.244905,1
-31.7290594,-392.345708,2
-21.8318738,89.1493545,2
-27.0990153,-104.631744,2
-25.1907031,-44.8868241,2
-16.8786649,188.975753,1
9.12245939,-151.152369,0
-1.79060014,-182.354979,0
-23.3981948,-51.5923812,2
5.10719259,-142.432962,0
-5.46804543,125.359184,1
-25.6494402,-98.1197494,2
-26.6741568,-249.279138,2
-27.206644,-66.1204151,2
-23.748949,23.8102491,2
5.46679625,51.1061588,1
-32.4888619,-346.686994,0
-27.1057048,-163.791755,2
-26.3897335,-164.330948,2
0.458740106,85.6472784,1
-24.2308821,-216.848994,2
-29.619243,-349.376706,2
-8.49032088,111.572315,1
22.2438549,-25.9085088,0
-12.4879456,-246.564402,0
-13.7707396,-251.705159,0
17.3534927,-53.9226925,0
-1.48158131,46.2550183,1
0.806180583,69.9179561,1
-4.83321925,100.088725,1
7.80119113,64.3125535,1
-25.5819804,-255.293527,2
-23.7133591,-40.6443617,2
-6.78085596,-262.041183,0
-23.7324175,-97.7605768,2
3.48801099,71.818011,1
-28.1765628,-226.763571,2
-28.9914235,-234.194394,2
1.13931278,-281.260782,0
7.98027567,11.7204909,1
-28.6096205,-189.894441,2
-4.49683323,102.292654,1
-12.9067009,-246.043503,0
-26.6423129,-198.534787,2
2.99954889,40.8474268,1
-21.4566252,179.868431,2
2.09550108,-192.166369,0
-26.4794401,-150.265661,2
-27.2257091,-304.227133,2
-3.74344417,109.817946,1
-30.1188417,-256.810123,0
8.10052681,37.848186,1
-25.7723671,-114.364015,2
4.93425433,19.3316377,1
2.18442887,-193.607291,0
-29.006365,-377.709901,2
5.74844162,-109.703409,0
19.9418567,-53.0687696,0
-26.5522139,-55.1255624,2
-6.99054513,-195.016485,0
-9.63120628,89.2690934,1
-29.047563,-377.857664,1
-24.8533244,121.282764,2
2.30488095,111.627573,1
5.29833727,74.8896624,0
-8.28013995,90.6387927,1
-6.03545707,-191.688666,0
-26.8620883,-304.633699,2
1.91962277,20.7267199,1
-10.2933308,129.983088,1
-9.02095144,-257.495406,0
0.475588474,-194.900093,0
-27.4888303,-195.172228,2
7.75942139,-41.9268487,1
-22.9054635,-103.271908,2
-9.60620664,128.14984,1
-27.6075999,-359.811005,2
-27.1145752,-343.49852,2
-6.96639742,106.417505,1
-9.67827277,173.200544,1
-1.26842637,120.918602,1
2.14932606,133.43055,1
-27.8823384,-248.711764,2
-21.5093381,-146.142699,2
-21.8852396,70.2074225,2
-2.42600697,86.308997,1
20.0661701,-47.4244805,1
8.68964975,12.1561746,1
6.00042961,72.1677542,1
7.02568632,62.5071963,1
-28.3780757,-305.298997,2
-30.2759444,-419.095124,2
-5.9447043,-253.958272,1
2.05417821,-123.614931,0
-2.29862483,71.0553154,1
0.860629131,63.5933421,1
-27.7767308,-81.7077069,2
11.2491113,-87.6966571,0
-5.08015502,-186.823465,0
1.80300082,-5.50055098,1
23.5271119,-80.5763048,1
-26.435576,-234.920776,2
5.71331071,57.9726958,1
8.71703962,-150.013901,0
-2.86139431,52.4995921,1
0.36462653,7.36933428,1
16.7750589,-146.501339,0
-5.94327445,146.871099,1
-1.75837814,-239.343613,0
-27.2348693,-197.6315,2
-30.3108305,-269.831515,2
-0.353313088,81.0646826,1
-26.182869,-243.199977,2
-29.2267609,-317.527445,2
6.82761313,-22.7321021,1
8.68485111,-118.008664,0
-1.37163779,-194.006015,0
1.82987323,67.1740635,1
0.510645139,41.5582062,1
-31.3422789,-365.22123,0
11.0061541,-22.3586342,1
-27.8896798,-251.275704,2
-26.2237849,-239.315789,2
-26.5429147,-227.934319,2
-6.8580233,72.9515439,1
-27.5423631,-206.337078,0
-26.2689472,-285.221506,2
-4.86716199,-209.490796,1
-27.3670204,-197.92156,2
-23.7606794,7.31923548,2
-11.3625374,162.299628,1
-13.9354952,-234.272053,0
13.1060639,-135.317298,0
-22.2515325,-85.0121261,2
-15.0270787,-244.659044,0
-25.192286,-32.2842547,2
6.24210358,-100.986275,0
-22.8656376,-56.6910733,2
-6.63214395,96.823511,1
0.73911201,16.6965757,1
-26.8799559,-290.437263,0
4.74136176,-32.2042922,1
1.60617798,19.7816854,1
-26.0024732,-259.154958,2
-13.6623288,161.60491,1
-6.37079115,-231.689678,0
-23.2361077,-355.458576,2
4.79052288,101.750105,1
-10.3399113,-191.164178,0
-24.414712,-292.189455,2
-21.4956847,-3.35654536,2
-23.9706004,204.447346,1
-30.4497213,-375.380189,2
-26.0550639,-90.8488607,2
-18.8382811,-245.222038,0
7.24123827,-0.730667751,1
8.77641155,-135.609104,0
-31.093202,-503.255305,2
8.25352381,-131.032563,0
-4.88976198,65.8947203,1
-28.5211931,-161.079344,2
-6.90876008,-190.821215,0
-7.57223737,-208.057972,0
-22.4902556,-32.1996912,2
-8.39357161,-197.634002,0
2.3042236,81.3361632,1
-28.0827634,-231.307198,2
-24.5070443,-108.442517,2
-27.241137,-190.764248,2
-1.91259511,-191.913039,0
-23.5979388,96.0982307,2
0.81152219,6.40661816,1
-3.64545304,-186.38938,0
20.8322769,-115.761444,0
-24.8607439,-181.452616,2
5.55839935,-129.624147,0
2.8375957,43.242307,1
-11.8398967,131.269778,1
3.43953385,63.6085571,1
4.57725276,-178.138339,0
-29.772761,-194.48459,2
-25.0497754,-14.2238719,2
-26.8353781,-158.844579,2
9.90093804,-148.065815,0
0.766099677,-164.751707,0
-21.3077963,56.2275148,2
7.01139376,5.56054559,1
17.2873965,-102.841759,0
-16.3066517,-304.380282,0
-1.10299455,-168.322787,0
6.16819261,37.2269741,1
-0.802038361,102.54617,1
-10.9769007,-261.797508,0
-24.3591564,-68.1020981,2
-5.00487786,-255.050821,0
-24.0433578,48.4411214,2
-22.9203564,-122.838806,2
6.83162616,-139.768873,0
0.155404563,129.861643,1
-11.5319185,103.860392,1
-29.3652935,-182.30407,2
-3.00300528,150.113282,1
-8.79413947,-218.91696,0
5.9308078,70.3705213,1
-8.92690428,-195.391842,0
7.68278065,36.611256,1
-9.59123545,-196.530907,0
-1.69456541,-166.825635,0
-6.52253658,146.999366,1
-26.6805844,-119.648931,2
3.24861907,-27.507553,1
-9.93597803,148.26646,1
-9.81000879,73.8074357,1
-24.6112278,-19.604305,2
-24.8131983,-158.47619,2
-8.40087221,91.2117872,1
-0.667147678,48.5113859,1
-17.8054827,-245.098209,0
-28.0617715,-81.1852348,2
9.92561478,-98.0121452,0
-28.5603952,-258.821345,2
0.345962695,85.4854755,1
1.00288084,-179.233071,0
11.8009842,5.72284947,1
1.81032017,-190.844748,0
-2.93431105,139.469512,1
-12.6568087,-294.583004,0
-14.4822795,-237.215335,0
-6.66701456,-210.465092,0
7.45444409,-1.92581746,1
-16.7045279,-225.27019,0
-1.71659819,-115.653591,0
7.16026242,-123.793549,0
-24.5263304,40.2830698,2
-27.6838635,-509.892467,2
11.1802503,-111.117059,0
4.94679367,20.6359198,1
14.3110991,-103.459519,0
-22.9097672,46.2266183,2
-25.4731174,-142.275732,2
-4.17754139,99.1053898,1
-26.3769311,-185.464754,2
-1.39917795,-200.670456,0
-8.62171643,105.490471,1
-17.1752576,-297.590845,0
22.009997,-66.0290978,0
0.71632759,-150.422073,0
-11.6014115,80.42547,1
1.03333084,-168.015291,0
23.0077982,-41.9441666,0
-26.9743008,-404.004536,2
-31.3415824,-422.526159,2
-21.7072131,290.764785,2
-13.777377,102.573821,1
10.0159719,-137.590434,0
-2.03837359,71.7328621,1
-8.43169761,188.870651,1
-9.01219983,133.529787,1
-26.2475229,-170.356095,2
-6.3311626,-185.72905,2
1.92362727,38.9757485,1
5.14416679,20.366411,1
16.0076844,-108.666431,0
-4.46404849,147.142014,1
-28.2332471,-210.752591,2
-22.8437259,-298.434895,0
11.6562371,-22.4798926,1
1.08089404,-184.938498,0
-27.380409,-301.486063,2
9.59536647,21.4568253,1
5.77582918,-155.360551,1
-1.62935088,100.767661,1
-24.2573097,-81.2557606,2
6.52232811,-149.656897,0
-3.20254447,124.579278,1
0.157080754,-205.230468,0
7.46073534,8.17158603,1
-28.8611318,-321.006679,2
-26.4018572,-76.8034259,2
3.43422508,-185.092895,0
-29.5078087,-200.466406,2
7.55104373,-134.013075,0
10.8943318,-11.2147549,1
0.133788601,80.9283527,1
-26.5213895,-110.446187,2
12.1661698,-128.825499,0
-11.5868821,148.834601,1
-24.2519784,-172.770825,2
-3.62570461,-205.558017,0
-23.3229967,-65.3220752,2
-7.43428282,-232.15523,1
11.1574429,-61.25168,1
-24.0393273,-72.5935574,2
-25.3231535,-171.623236,2
-22.4429944,-116.26489,2
7.50970793,-161.439721,0
1.36403383,-184.190563,0
-1.08085824,91.4721838,1
-4.87062657,130.475445,1
4.83440021,58.0535267,1
7.8067828,-31.7386368,1
-27.9462208,-381.845383,2
-17.7921717,-276.498866,0
-26.273018,-154.885416,2
-26.3937216,264.86479,1
-20.2458787,-294.533338,0
-5.76512907,95.8965603,1
-18.3903415,-274.721104,0
25.4242673,-63.9766853,1
-4.69265443,-253.358019,0
-27.8731078,-193.777822,2
-3.97609646,-164.135232,0
-28.1093047,-451.570379,2
2.6633823,26.9829015,1
10.4416686,-67.757541,0
2.69543059,66.5569796,1
16.8879207,-80.4556719,1
-7.2291078,100.523102,1
-26.8929838,-170.413448,2
-18.4150979,-243.611829,0
-2.82921765,91.9440527,1
16.8907699,-28.5070426,1
-1.66579836,-191.140612,0
-4.73151048,-233.21289,0
1.18498426,65.4948941,1
4.01235507,-142.370238,0
15.2490427,-57.9876116,0
-27.4076181,-157.034283,2
-15.9882058,-267.653234,0
-6.70119125,-200.48738,0
15.6399994,-61.93724,1
-15.7592526,164.03417,1
-28.0441247,-254.427866,2
-1.36132753,-181.000218,0
-23.7553249,-21.8806882,2
-13.7932454,-260.086474,0
11.3071966,-114.367952,0
-25.2778865,-160.782312,2
-6.95946988,33.4392201,1
0.650453142,-191.561915,0
-8.48240541,106.575216,1
-24.8001963,-17.931716,2
-0.347193339,78.7865441,1
-23.2801791,-318.543932,0
4.68258543,-147.939487,0
-28.6180752,-448.747006,2
-7.6157216,105.543304,1
-11.3586286,-239.851255,0
-9.24178606,121.296594,1
-13.5525422,156.468869,1
-25.1694772,-120.150696,2
-5.92624615,182.570594,1
-27.9357173,-202.378464,2
-16.7651352,209.259123,1
-4.12385378,-175.313189,0
3.18626314,25.7517901,1
-11.9382625,149.698263,1
-8.85734283,206.746949,1
-7.40660275,72.4702672,1
-27.3122014,-271.26692,2
-2.4284657,58.6864897,0
0.801886476,-162.26916,0
2.88965562,37.8988602,1
-24.9889525,-63.6310847,2
15.1760841,-57.2526143,0
4.68010556,66.5179806,1
4.14311477,-111.446577,0
-17.5108783,242.282207,1
8.50276083,57.3355177,1
7.83724678,-156.604946,0
-0.954093046,80.4058493,2
7.74699997,-150.085077,0
-30.0784732,-365.124184,2
-8.05354687,-209.016722,0
4.1217285,-139.500395,0
-21.609461,78.9784222,2
-26.0499516,-263.843859,2
9.4038507,-148.40389,0
-28.2060099,-428.692661,2
9.38875389,-123.405634,0
-8.38868921,-234.161056,2
-0.770398704,-177.095625,0
-15.6495614,160.309396,1
-0.45271392,-214.880096,0
-0.709080194,-189.752959,0
-21.3091397,57.0292977,2
27.3272715,-1.23349533,0
-0.0597411845,65.4642088,1
-21.9005235,-258.982104,0
-0.833327386,76.4328714,1
-24.2890595,-127.853893,0
1.98948641,90.7671184,1
-5.26383419,-223.864336,0
-0.546613387,25.3581618,1
-4.18142576,54.2155944,1
6.65115749,31.4627723,1
-20.1855585,83.3422058,0
-29.5125854,-179.10429,2
5.54936197,28.800612,0
38.0771802,33.3594584,0
-29.2147499,-342.8416,2
-6.06875911,56.0129979,1
7.20537938,-117.80801,0
-26.2778666,-215.63156,2
-4.27439766,84.802745,1
-22.9924837,-38.8981418,2
1.82009091,-120.962071,0
13.4429242,-106.315123,0
5.43675599,-24.9403445,1
18.8737332,-84.5830228,0
-27.1618907,-238.732597,2
-26.9725538,-103.777844,2
-1.50980829,18.672649,1
9.07282618,-130.793775,0
-26.7798065,-265.483339,2
-7.03099876,76.7335264,1
-16.0368886,210.879701,1
-23.3699484,-362.904768,2
-3.81970591,-159.648604,0
-23.7005653,-33.7339291,2
6.03029187,-3.44366936,1
-25.3678839,213.792305,1
-3.2717535,147.48711,1
-14.62545,-278.59524,0
-6.10635642,69.0550434,1
5.8064399,33.070157,1
-0.473133477,77.3259929,1
-25.0047098,-138.264637,2
-25.5084455,-113.371582,2
1.8503517,-190.585342,0
11.8867955,-131.028182,0
-4.06485308,117.446683,1
18.8464901,-102.903559,2
6.86734241,-144.840099,0
-28.1443076,-212.100316,2
12.1259266,-24.7582226,1
-24.0650846,-61.426865,2
-8.63593495,-220.925264,0
-1.10609969,-134.313039,0
-27.1718554,-100.296269,2
6.29683474,50.009929,0
-5.74678357,-180.037195,0
-28.9721087,-277.374908,2
-25.8236616,35.6891108,2
-5.7012611,135.355082,1
-0.190651586,58.2349952,1
8.78078634,-152.826978,0
-25.1696909,-146.29151,2
-24.1498453,-102.926822,2
-25.2283634,-106.947808,2
-6.71944587,95.0277409,1
-26.7798348,-140.320799,2
-14.5615523,-279.221555,0
-26.5997272,-122.680362,2
-22.1708785,-21.1032341,2
5.92990915,0.589001834,1
-13.5230379,-231.640034,0
-27.539095,-112.661374,2
-25.677842,-237.728305,2
-7.45134039,143.150329,2
3.75481329,43.6936175,1
-8.95436149,75.9232602,1
-23.6823012,-155.579932,0
-23.5968996,-99.7967817,2
-22.1928912,42.2198723,2
0.599937341,-141.086202,0
2.63733317,-28.4715576,1
-15.9065044,-271.507754,0
4.16478149,-79.4330774,0
-23.7588974,-85.419594,2
-16.6017067,198.859424,1
-0.0900025519,58.7435492,1
-25.5016084,-221.780767,2
-28.0050632,-132.441127,2
10.8963562,-149.88136,0
-3.77995344,109.151857,1
11.2306103,-47.8491123,2
6.17546563,-140.448946,0
5.79894467,-148.489959,0
20.9894725,-97.0056941,0
13.8604349,-28.8152395,1
-8.48922109,-268.637731,0
-5.50375205,119.132134,1
-26.0672521,-173.169042,2
-26.8546559,-306.018174,2
4.64314519,91.4520821,1
-7.82078629,191.407052,1
6.5318509,17.9887971,1
5.43535125,-161.490851,0
12.3060662,-10.8284562,1
-28.1749255,-290.463607,2
-2.51357499,30.1848529,1
19.0397432,-48.0415865,1
11.0550665,-139.685321,0
-27.4632772,-151.63475,2
3.39385357,30.3173186,1
-28.3297794,-358.421437,2
9.34623281,-111.051142,0
16.7159738,-42.1479452,1
9.03778658,17.6037659,1
-23.7614336,-85.2918456,2
9.69934866,-90.377586,0
-13.6222252,-250.58996,0
10.798694,-30.2130193,1
9.78151327,8.41325156,1
-1.04179062,148.681021,1
-24.0973088,-222.470271,2
-6.70010895,-190.45919,0
6.12740618,-109.97395,0
-27.9759031,-126.922639,2
-21.9933992,-321.35204,0
-24.9509465,-174.744667,2
-24.707104,-223.240741,2
13.5864067,-88.9986372,0
15.6778429,-94.7190352,0
3.42372118,52.1049622,2
-4.59005569,107.176396,1
-30.3572171,-177.787325,2
-5.54409502,110.065444,1
10.3691045,-146.643437,0
-25.8083243,-128.726731,2
-22.682488,-132.890028,2
-2.33487011,-182.592338,0
-22.1048174,147.945241,1
-19.8248029,158.606995,1
9.4725062,-162.900762,0
-21.7598733,74.1526056,2
-26.8817129,-217.318257,2
-23.9313158,-169.814888,2
12.6097183,-126.300301,0
-27.8528454,-321.832593,2
-5.9044511,106.967155,1
-11.33146,-285.538479,0
1.76841995,-141.926182,0
-25.6515284,-17.2920497,2
1.01721844,-142.290354,0
-2.98515581,-3.24603855,1
-26.6386232,-14.4921128,2
8.58054946,-109.085771,0
9.35610889,-22.7106355,1
-23.5604217,-180.864871,2
-6.596919,-238.348491,0
8.08456764,28.0154489,1
-16.5509417,167.0305,1
-3.00301609,118.491412,1
-29.5350212,-466.556061,2
-26.2658567,-102.975561,1
-6.28225793,-206.041701,0
-28.1626982,-328.454958,2
-4.15230474,108.078664,1
-3.47395178,-11.9201601,1
5.07337011,30.9372208,1
-28.7842069,-330.413002,2
-11.8263098,-208.271845,0
5.59133839,-162.51761,0
-22.7331064,-56.0177804,2
-24.1996928,-177.827341,2
4.75559869,58.064915,1
-14.9313124,-286.387374,0
-28.0698149,-252.236203,2
-25.9983919,-157.554644,2
-24.3910009,-144.803061,2
-20.5678158,-234.48887,0
-26.0612582,16.1681954,2
-23.8690301,-98.8550575,2
-6.68664028,116.037073,1
-15.4358123,-223.452833,0
-23.348237,-103.905472,2
13.0300537,-91.7080965,0
35.3400326,1.29246013,2
-27.8125897,-244.737754,2
10.3557266,-33.9361588,1
-11.3538035,-212.240318,0
6.36878811,-108.305424,0
10.1896742,20.910418,1
7.92271753,-32.1238667,1
-27.6145386,-102.137523,2
-25.7539475,-258.169423,2
5.41790663,-172.72537,0
0.294085699,-161.305522,0
-12.0742328,159.455078,1
-27.9931873,-362.771049,2
-26.6328614,-157.521822,2
-24.2069802,46.9328383,2
-26.3908695,-205.610321,2
-2.0356518,-144.677607,0
3.51517011,-135.999108,0
-27.2835388,-115.416855,2
-26.4480445,11.1421489,2
-26.5046709,-187.000995,2
2.94599716,16.3053874,1
3.69267646,-136.379207,0
-0.623552093,35.1780198,1
-28.5398898,-54.4877509,2
-3.23306641,18.5049474,1
-21.5985227,-106.224695,2
-28.0668978,-336.386241,2
-28.7147918,-280.311463,2
8.21963905,-156.754254,0
3.68533068,-2.08894508,1
-27.4995901,-349.11131,2
-15.1685834,133.789048,1
-28.9752448,-265.398987,2
-24.3068351,-154.440606,2
-27.6894747,-169.281608,2
-23.1808132,-189.719471,2
-24.0617303,-54.9736064,2
-0.518297691,65.7099134,1
-28.17393,-311.958816,2
-27.0861865,-182.645787,2
-23.521591,63.3446559,2
18.0442875,-45.9620188,1
2.49125431,52.8404641,1
-5.86609946,154.352894,1
-27.8833059,-73.0018205,2
-23.020189,7.05420114,2
1.02871197,-6.01627017,2
-27.9793615,-163.923542,2
-27.7585364,-244.196958,2
-11.1075679,-212.395615,0
