# x_1,x_2,x_3,Class_label
-1.99814307e+02,-1.55593183e+02,-1.91995971e+01,1
2.66010139e+01,2.85889846e+01,-4.98692229e+01,1
1.02970964e+02,-7.34874745e+00,5.83295362e+01,0
-1.44628177e+02,-5.87668815e+01,-7.38279021e+01,0
1.20903043e+02,5.52687375e+01,-1.46893415e+01,1
-1.22227611e+02,-2.32876785e+01,-5.65724035e+01,0
-2.80899046e+02,-1.01121722e+02,-1.31973655e+02,0
-1.76931008e+02,-4.71776069e+01,-9.93884171e+01,0
-3.19623768e+01,-2.64318560e+00,-5.10634430e+01,0
2.37935944e+01,4.16351828e+01,-6.35694111e+01,1
-5.92934948e+01,-1.77281621e+01,1.21677265e+01,1
-8.42594170e+01,-4.16195472e+01,-3.88528116e+01,0
6.73426048e+01,3.89494890e+01,-8.49157990e+01,1
5.70656106e+01,5.84178430e+01,-6.86591480e+01,1
1.96753162e+01,-2.57154080e+01,-1.59940120e+01,0
1.59225707e+02,-1.21125260e+01,6.88906507e+01,0
-1.96368165e+02,-1.12602693e+02,-4.47051499e+01,0
1.24715956e+02,1.03075815e+01,-6.79378308e+01,1
-8.68817681e+01,-3.75557531e+01,-5.25585469e+01,0
8.50289566e+01,5.38426680e+01,-3.47673920e+01,1
-1.74780426e+02,-6.39967548e+01,-1.01026466e+02,0
-1.07409645e+02,4.39453403e+01,-1.49068848e+02,1
-1.08552721e+02,-7.06629622e+01,-3.31520046e+01,0
-1.07313309e+02,-6.88803203e+01,5.64533651e+01,1
-3.67977416e+01,-9.05084619e+01,3.78622354e+01,0
7.61381628e+01,-9.47308187e+00,1.20409553e+00,0
-2.58749103e+01,-5.31961928e+00,-7.17980275e+01,1
-4.08053721e+02,-1.76311311e+02,-1.51398326e+02,0
-6.93784988e+01,-3.98525740e+01,-4.41518945e+01,0
9.12041833e+01,-6.79908519e+01,7.59227600e+01,0
2.10074500e+01,-4.49763302e+01,2.12854433e+01,0
-2.80495372e+02,-8.14814178e+01,-1.59431081e+02,1
-2.72793096e+01,-5.99860959e+01,-4.55997259e+00,0
-1.88131385e+02,-1.17433465e+02,-3.83076968e+01,0
-5.42418524e+01,-9.22540264e+01,2.64667939e+01,0
-9.95110862e+01,2.25854722e+01,-2.08078392e+01,1
-1.60900611e+02,-6.36072158e+01,-4.82180799e+01,0
-3.72001415e+01,4.56624181e+01,-7.47364015e+01,1
9.08788111e+00,6.36148128e+01,-4.68998543e+01,1
9.51788375e+01,5.11755565e+01,-2.36304490e+01,1
4.13397354e+01,6.25161662e+01,-7.69923655e+01,1
-1.17635440e+02,-8.31706150e+01,-3.42041955e+01,0
1.59621291e+02,8.10340535e+01,-1.16745880e+02,1
-3.02686764e+02,-8.95636981e+01,-1.61506513e+02,0
-2.75391983e+01,6.55594813e+00,-1.33117760e+02,1
4.84947091e+00,1.58359603e+01,-4.79239965e+01,1
-6.39004621e+01,-9.33034362e+01,1.46705856e+00,0
-2.75169924e+02,-6.94834917e+01,-1.42082001e+02,0
3.78083265e+00,-2.17071666e+01,8.53196792e+00,1
-1.89960154e+02,-7.05059142e+01,-1.00056967e+02,0
-1.22679731e+02,-5.32838539e+01,-8.58826894e+01,0
-1.85367805e+02,-2.77653303e+01,-1.36521019e+02,0
-6.76288724e+01,1.13256900e+01,-6.27640053e+01,1
4.72419120e+01,-3.88955359e+00,-1.53780769e+01,0
-7.81879123e+01,-4.66239799e+01,-4.60887158e+01,0
-6.62838589e+01,-1.56826012e+01,-7.59877598e+01,0
7.55692800e+01,-2.16375497e+01,-3.06668244e+01,1
-1.46105695e+02,-9.80282297e+01,-2.41279487e+01,0
7.62337377e-01,2.25797919e+01,-6.63101137e+01,0
-3.69569008e+02,-1.33641682e+02,-1.60603024e+02,0
6.50295316e+01,5.67027902e+01,-6.08407314e+01,1
-2.39103809e+02,-9.10822937e+01,-1.02432997e+02,0
2.66352703e+01,1.65747303e+01,-2.01238719e+01,1
-3.78859405e+01,2.56997758e+01,-2.87657464e+01,1
1.30623513e+02,-1.08784952e+01,2.50084958e+01,1
-1.62530688e+02,-9.80645889e+01,-4.49427764e+01,0
-8.26595007e+01,-4.46581890e+01,-2.84083598e+01,0
-4.86238378e+01,-1.10122218e+01,-6.42241356e+01,0
-5.72056916e+01,1.99963027e+01,-6.50887367e+01,0
-2.33557612e+01,-1.16973199e+01,-3.78655250e+01,0
-5.00688880e+01,7.73029649e+01,-6.74953687e+01,1
-1.10694855e+02,1.41311003e+01,-1.39754920e+02,1
-1.85146510e-01,-1.74797121e+01,-1.12640236e+01,1
9.94224919e+01,9.02472199e+01,-8.36480720e+01,1
3.50489068e+01,4.59078097e+01,-1.15507664e+02,1
-2.74257935e+01,2.58985851e+01,-3.86202864e+01,1
-3.69840623e+01,1.29235802e+00,-8.93431661e+01,1
2.40880203e+01,4.75284439e+01,-2.51587275e+01,1
-9.07069470e+01,-1.55105607e+01,-6.55079877e+01,1
-1.64668636e+02,-1.23899919e+02,-3.19106927e+01,0
-6.30112482e+01,-3.42290070e+01,-3.78650202e+01,0
-5.94267008e+01,-7.91732869e+01,1.27300674e+00,0
1.59490609e+02,5.39903738e+01,-4.96665033e+01,1
-6.37504998e+01,-1.10683309e+02,3.79577962e+00,0
-7.70087087e+00,-2.57035796e+01,-7.97101249e+01,1
-1.22824946e+02,-6.42342230e+01,-5.71649996e+01,0
8.94236276e+01,1.23517827e+02,-3.54341558e+01,1
2.08139217e+01,-3.20005994e+01,-3.40343409e+00,0
3.61514219e+01,3.70319875e+01,1.30501603e+01,1
-2.04639853e+01,-4.61343914e+01,-4.36211810e+00,0
-1.06041099e+02,-2.92512647e+01,-2.67262576e+01,1
-2.15279394e+02,-7.23580617e+01,-1.15547500e+02,0
3.38759388e+01,-3.30201925e+01,-5.28464189e+01,1
-2.69078081e+02,-7.02546689e+01,-1.38609099e+02,0
4.77358144e+01,1.12281588e+01,-2.34364305e+01,0
3.56979561e+01,2.09575749e+01,-1.59398253e+01,1
-5.54169175e+01,9.46702883e+01,-1.46164460e+02,1
-2.96788579e+02,-7.23002204e+01,-1.77771190e+02,0
2.51274001e+01,-4.70863876e+01,1.27250483e+01,0
-5.95965353e+01,-5.69839072e+00,-1.49153743e+01,1
-2.90914270e+01,4.37705924e+01,-7.80791140e+01,1
-2.38736840e+01,2.78181514e+01,-3.02539068e+01,1
-9.27955896e+01,-4.75793582e+01,-7.63462246e+01,0
1.30836001e+02,8.80922104e+01,-1.61598639e+02,1
-1.75957631e+02,-8.59965487e+01,-7.99232411e+01,0
8.16504289e+01,3.03759988e+01,4.71123130e+01,1
2.93088377e+01,-2.30539790e+01,-6.36419446e+00,1
4.99040037e+00,4.24415774e+00,-1.01147187e+01,1
-1.44134646e+01,-1.60223378e+01,2.85714702e+01,1
-1.59154330e+02,-8.61264970e+01,-6.12914116e+01,0
-1.59259725e+02,-2.74987367e+01,-1.14401129e+02,0
-1.22932873e+02,-1.46912354e+02,1.54208531e+01,0
1.14599643e+02,8.91877725e+01,-2.03764974e+01,1
-2.74727852e+01,-7.91469507e+01,1.76746789e+01,0
3.96893071e+01,-2.29591633e+00,-7.89925955e+01,1
4.47758023e+01,-6.59333272e+00,-2.81283554e+01,1
-2.64357413e+02,-1.33998278e+02,-5.89706452e+01,0
8.31123286e+01,9.44562336e+01,-1.00394957e+02,0
3.57634454e+01,4.13342542e+00,-2.76500060e+01,1
-7.59087315e+01,-5.47882336e+01,-3.50325971e+01,0
1.51524870e+01,-2.00462125e+01,-1.17519051e+01,0
-1.32130808e+02,-6.42793341e+01,-5.01819634e+01,0
-1.52377361e+02,-5.89577933e+01,-8.44463486e+01,0
4.33409582e+01,-4.01812332e+01,3.68756932e+01,1
-5.02008859e+01,-1.02518717e+01,-1.03251649e+01,1
-7.63354008e+01,-5.80381732e+01,-2.97201175e+01,0
-9.13855147e+01,-9.12325062e+01,5.41572373e-01,0
-1.42931181e+02,-1.17684229e+02,-1.32773627e+01,1
5.79882354e+01,4.16484797e+01,1.63418819e+01,1
9.35693885e+01,3.33423604e+01,-1.33301914e+01,1
1.18102740e+02,-5.26404982e+01,7.72746855e+01,0
-3.30880200e+01,-4.05540769e+01,-1.94308349e+01,0
4.56101771e+00,4.19503766e+01,-2.15604282e+01,1
4.57576379e+01,3.02178248e+01,3.91624015e+01,1
-2.34482339e+02,-2.22300982e+01,-1.54732836e+02,0
1.57531472e+01,3.34735617e+01,-7.24822989e+01,1
-1.51238191e+02,-1.40840371e+02,3.10128313e+00,0
2.83793827e+01,3.86738514e+00,5.62094346e+00,1
-4.74538117e+00,-3.62274657e+01,-6.64077491e+00,0
7.88856591e+01,-5.11773198e+01,2.70151368e+01,1
-4.17023434e+01,-6.10168565e+01,-1.78931787e+01,0
-5.26095436e+01,2.97427135e+00,-7.24049823e+01,0
-4.19089579e+02,-1.36931674e+02,-1.78963626e+02,0
1.48782814e+01,6.10293677e+00,-5.82093845e+01,1
6.50096895e+01,-3.10079701e+01,7.12081973e+01,1
-2.97087904e+02,-1.65803657e+02,-6.02252593e+01,0
-5.55700498e+01,3.22392305e+01,-1.10040098e+02,1
3.97630090e+01,2.27281649e+01,-3.05804929e+01,1
3.80948960e+01,7.31564227e+01,-6.38256387e+01,1
-1.29209243e+02,-5.18396862e+01,-6.00096671e+01,0
9.51173987e+00,9.06322232e+01,-8.04839232e+01,1
-7.51006286e+01,3.79707496e+01,-9.01264447e+01,1
4.56538491e+01,-2.75927053e+01,-4.53809462e+00,0
4.96502186e+01,-6.81275449e+00,-1.01363153e+01,1
-5.73121441e+01,-1.03581413e+02,4.11598968e+01,0
3.27724183e+01,-1.82283048e+01,1.75406465e+00,0
1.19845378e+00,4.50826252e+00,-8.25066672e+01,1
2.88144541e+01,2.43567117e+01,-5.17484955e+01,1
-1.23820530e+02,4.41114904e+01,-8.80157832e+01,1
2.23992056e+01,2.91071633e+01,-3.96304567e+01,1
-2.60211668e+00,4.37104902e+01,-1.05364695e+02,1
-1.78983886e+02,-5.38182967e+01,-9.15029654e+01,0
7.91462026e+01,-1.56911741e+01,3.44841412e+01,1
4.39907423e+01,-2.93023284e+01,1.82536779e+01,0
-5.39622814e+01,-4.93619150e+01,-3.00057560e+01,0
1.14027433e+02,-2.18905770e+01,7.51179017e+00,1
1.10436476e+02,4.76554403e-01,2.33116377e+01,0
1.38887760e+02,8.35785399e+01,1.61337528e+01,1
-8.44344665e+01,-2.38328898e+01,2.32850274e+00,1
-1.33427934e+02,-3.92151617e+01,-1.03828824e+02,0
1.03276112e+01,-4.70556692e+01,9.61672055e+00,0
3.35286281e+01,8.51698961e+01,-9.85517569e+01,1
1.50037419e+02,-7.20144583e+01,1.42524965e+02,0
8.89959096e+01,8.52319396e+01,-9.88174708e+01,1
1.14070533e+02,-7.23099932e+01,3.79754576e+01,1
-3.18087982e+02,-1.18356386e+02,-1.04277196e+02,0
-2.96323630e+01,-8.07108556e+01,2.54566272e+01,0
-6.88665194e+00,-3.12813015e+01,-1.63241284e+01,0
4.17616689e+00,6.31698725e+01,-7.08054404e+01,1
-4.23140168e+00,-5.61966074e+01,7.98845062e-01,0
6.87387149e+01,9.35110573e+01,-5.21664704e+01,1
-2.75283097e+01,4.47043754e+01,-1.15575435e+02,0
4.35972366e+01,1.86626298e+01,-7.55623912e+01,1
-1.93652903e+01,-6.04237571e+01,7.11243538e+00,0
7.90975694e+01,-1.06210626e+01,2.27784633e+01,1
5.89652865e+01,4.55536072e+01,-4.23304620e+01,1
5.81009931e+01,1.10676129e+02,-9.02838880e+01,1
8.66055464e+01,1.37817067e+01,1.57445938e+01,0
-1.30241175e+02,-2.43470125e+01,6.42589453e+00,1
1.12563502e+02,-5.23797354e+01,8.20220012e+01,0
-2.99323129e+01,8.54207099e+00,-2.81142391e+01,1
-3.07278494e+00,1.10609523e+01,-3.10791170e+01,1
3.81037460e+01,1.56476486e+00,-1.84182211e+01,1
-1.63882428e+01,-4.10345790e+01,-7.83092001e+01,1
-1.24206596e+02,-2.99412546e+01,-7.89030902e+01,0
-1.50017223e+01,-1.99923266e+01,-2.02703799e+01,0
4.76987543e+01,3.62159892e+01,-2.43795427e+01,1
1.76919656e+00,3.22450371e+01,-1.14357684e+02,1
-2.49715452e+02,-1.09916676e+02,-9.28942600e+01,0
-3.87425279e+01,9.17622898e+00,-3.46227625e+01,1
-1.45445273e+02,-7.76938336e+01,-6.36439755e+01,0
-1.15064416e+02,-6.46190514e+01,-3.63727159e+01,0
-4.74131940e+01,2.40619513e+01,-5.63853930e+01,1
-1.73370561e+02,-4.01652474e+01,-1.22490827e+02,0
8.83840106e+01,-4.00998681e+00,-7.32684619e+01,1
8.10980419e+01,3.72468721e+01,-2.97093692e+01,1
3.84510587e+01,-2.33801754e+01,2.00952958e+01,1
-1.17744223e+02,-2.00993527e+01,-1.10979392e+02,0
-1.56817148e+02,-4.27654297e+01,-1.11584374e+02,0
-3.58937576e+02,-1.19615682e+02,-1.68016456e+02,0
1.14914869e+02,-1.31599954e+01,4.51501784e+01,0
-1.26044140e+01,-1.28322491e+01,5.08632618e+00,1
-1.41732968e+01,-1.25521643e+01,-2.87007579e+01,1
-6.42336755e+01,2.26474686e+01,-9.92435015e+01,0
-3.21617948e+02,-8.43089968e+01,-1.53375911e+02,0
1.53696790e+02,4.87013083e+01,-2.42726570e+01,1
1.24219405e+02,-2.44998567e+01,7.44486457e+01,0
9.79207881e+01,-4.45427711e+01,6.23386765e+01,0
-1.67520183e+02,-7.89656952e+01,-6.43834048e+01,0
-4.06193498e+01,7.23278488e+01,-1.48358525e+02,1
-1.34355612e+02,-1.01394857e+02,-1.78140707e+01,0
-1.95048203e+01,3.17050156e+00,-7.10495257e+01,1
1.84607660e+01,2.44537640e+01,1.25671160e+01,1
-8.56611205e+01,-2.64286774e+01,-7.61624037e+01,0
8.84282279e+01,5.12857177e+01,-2.12875491e+01,1
1.27102668e+02,7.44525770e+01,-4.39495067e+01,0
-1.45873268e+02,-3.22898497e+01,-9.74204025e+01,0
-4.91906820e+01,-7.00188727e+01,-9.13668521e+00,0
1.30161919e+02,4.39741425e+01,1.45513305e+00,0
-1.53157903e+02,-3.57952057e+01,-8.46261554e+01,0
9.66419314e+01,1.59650366e+01,2.71333690e+01,1
-2.71501850e+01,-4.11741929e+01,-3.32700066e+01,1
2.84423098e+01,-8.72929704e+00,-1.37535113e+01,1
-2.98490754e+02,-1.10973872e+02,-1.34615081e+02,0
3.77499448e+01,-4.67781148e+01,3.11091843e+01,0
-1.45366360e+02,-5.41211397e+01,-7.57344013e+01,0
-1.97245438e+02,-9.77707903e+01,-5.83789344e+01,0
-1.38863967e+02,-6.29290913e+01,-6.22361161e+01,0
-2.26349908e+02,-1.31208102e+02,-8.27250354e+01,1
-1.58220683e+02,-3.20858711e+01,-9.64558244e+01,0
6.78135818e+00,-9.33624987e-01,-2.18993698e+01,1
9.72677299e+00,-5.06932006e+01,1.50165236e+01,0
-3.87052438e+01,1.39882798e+00,2.18547696e+01,1
-4.36501432e+01,6.43357631e+01,-1.23485020e+02,1
-2.92930493e+02,-3.82796680e+01,-1.79372663e+02,0
1.17387572e+02,6.21113027e+01,-1.05444828e+02,1
-8.00502704e+01,-4.36749783e+01,-6.20158681e+01,0
-1.27576514e+02,-1.94624417e+01,-1.11145043e+02,0
-1.68360439e+02,-6.33406361e+01,-2.16911933e+01,1
1.46589200e+02,-5.68685850e+01,1.17136100e+02,0
5.33776031e+01,4.13515481e+01,-3.18760283e+01,1
-8.51197605e+01,-3.79444703e+01,-3.59633025e+01,0
-5.10822280e+01,1.39080846e+01,-2.18304212e+01,1
1.75197112e+00,-7.77283751e+01,6.98895928e+01,1
-1.67817046e+02,-9.65438916e+01,-5.32961124e+01,0
-2.24885643e+02,-1.54995097e+02,-2.46381066e+01,0
1.28252656e+02,4.74235602e+01,-2.66130073e+01,1
1.71703462e+01,2.50612019e+01,-5.29287870e+01,1
-2.88253735e+02,-9.10845424e+01,-1.52205867e+02,0
-3.09923400e+01,-1.22453527e+02,-3.40098776e+01,1
-1.41260558e+02,-8.77883827e+01,-6.10752407e+01,0
-1.27558747e+02,-8.61230719e+01,-3.15739721e+01,0
8.62991601e+01,-1.08688177e+01,1.35956233e+01,0
9.68912830e+01,1.14314338e+02,-3.84787131e+01,1
9.30124575e+01,3.30192391e+01,-1.21748932e+01,0
-1.31852524e+01,-1.72686657e+01,-3.90683481e+01,0
1.56505847e+02,3.75672596e+01,-5.63052602e+01,1
-2.61713991e+02,-9.82850234e+01,-1.03516456e+02,0
-1.76401340e+02,-1.12479779e+02,-4.88159980e+01,0
3.84873852e+00,8.61049113e+01,-1.21464430e+02,1
-1.20206921e+02,-4.10523346e+01,-7.41485874e+01,0
-2.51038214e+01,-1.56384757e+01,-4.51589899e+01,0
-1.35503509e+02,-6.32000947e+01,-6.32750246e+01,0
5.22836356e+01,9.94453307e+01,-9.54822444e+01,1
1.12649042e+02,3.75961240e+01,-3.82889874e+01,1
1.31454532e+02,2.47035645e+01,-2.70414641e+01,1
4.75087580e+01,2.68221847e+01,-2.98518704e+01,0
9.60392593e+01,6.34176580e+01,-9.11064247e+00,1
-1.89306964e+02,-1.30941540e+02,-4.40322019e+01,0
-7.85858494e+01,-5.92312729e+01,-3.35847374e+00,0
1.39517411e+01,1.54295443e+01,-2.16022881e+01,1
-1.02574231e+02,8.66412891e+00,-6.58509567e+01,1
-1.10029405e+02,-1.29399627e+02,2.22476933e+01,0
-1.88582571e+01,1.97752377e+00,-3.69641649e+01,1
3.16428985e+01,-3.57790825e+01,-2.55608655e+01,1
1.16697446e+02,9.00071503e+01,-1.32142852e+02,1
-2.24937005e+01,-4.90915387e+01,-3.37316966e+01,1
-1.17771593e+02,-5.39127184e+01,-8.73498455e+01,0
-1.45832127e+02,-1.18395252e+02,-2.66235203e+01,0
3.01639208e+01,5.14396401e+01,-1.29709795e+02,1
-4.81256671e+01,1.02555200e+01,-4.14589901e+01,1
8.05523775e+01,3.36143068e+01,-1.01951422e+02,1
9.00736030e+01,2.21115865e+01,3.54056308e+01,1
1.59400970e+01,-2.21700068e+00,-8.48994789e+01,1
-1.84583423e+02,-7.40259507e+01,-1.01370767e+02,0
-8.67601195e+01,-2.93949073e+01,-1.32880165e+01,1
7.19984322e+01,2.60659000e+01,-4.49224328e+01,1
8.64083016e+01,-2.88172682e+01,4.83731045e+00,1
-7.00460189e+01,-7.80567752e+01,-5.43096793e+00,0
-1.63997502e+02,-8.08303048e+01,-6.83104257e+01,0
-8.31233183e+01,-6.39639029e+01,-3.67231081e+01,1
-2.61448575e+02,-5.54241859e+01,-1.79149114e+02,0
1.41390539e+02,1.05514890e+02,-6.23049021e+01,1
-4.16394813e+01,-2.55063309e+01,-9.33847106e+01,1
-4.78972839e+01,-5.73223302e+01,2.25489176e+01,1
1.67822489e+02,2.07863293e+02,-2.12703886e+02,1
-1.29304568e+02,-6.12180677e+00,-4.07416757e+01,1
-3.08316230e+01,-2.58074623e+01,-5.20570972e+01,1
-3.80849905e+02,-1.21278221e+02,-1.72963714e+02,0
1.18151474e+02,8.18551146e+01,-6.97878922e+01,1
-8.81585925e+01,-2.83876977e+01,-7.16873640e+01,0
1.12780241e+02,6.86562417e+01,-5.95936042e+01,1
-2.43491818e+02,-8.31133499e+01,-1.10631428e+02,0
8.29352374e+01,-3.54612984e+01,7.09854492e+01,0
-2.82163579e+01,-1.00462577e+01,-5.78660907e+01,0
-2.23341467e+02,-4.05690572e+01,-1.24371640e+02,0
-3.53220474e+00,-2.54497730e+01,2.15966632e+01,1
5.26946888e+01,7.24751554e+01,-1.44511231e+02,1
1.23577201e+01,-3.83391544e+01,1.22249025e+01,0
-3.32530034e+02,-4.68467083e+01,-2.04472863e+02,0
-2.18047060e+02,-8.13832928e+01,-1.10804234e+02,0
5.04858219e+01,4.86839323e+01,-3.71338227e+01,1
-3.16081476e+01,-8.12656165e+01,-1.08292563e+01,1
-5.64716463e+01,-2.83096422e+01,-3.62536065e+01,0
-2.33402335e+02,-8.56743751e+01,-1.07750001e+02,0
-2.93907028e+02,-1.09213678e+02,-1.36595482e+02,0
-4.04108007e+02,-1.54104347e+02,-1.46147977e+02,0
-2.03666412e+02,-1.44705490e+02,-1.69745422e+01,0
8.50927792e+01,5.37506868e+01,-1.92609479e+01,1
-7.86680786e+01,4.02213414e+01,9.62672714e-01,1
-2.43831515e+02,-1.21397149e+02,-7.58723655e+01,0
-1.13196122e+02,-1.62196616e+01,-7.69057218e+01,0
1.36811661e+02,9.35884918e+01,-4.58465734e+01,1
-2.65347591e+02,-1.29596618e+02,-8.93853374e+01,0
-4.83027909e+00,-2.05334035e+01,-7.15757089e+00,0
-1.75116819e+02,-3.61393208e+01,-1.31581285e+02,0
1.18612295e+02,1.36506431e+02,-6.22026669e+01,0
2.07685434e+01,9.61983000e+01,-4.97181703e+01,1
-2.85681728e+01,-7.15049554e+01,1.44726870e+01,0
-2.18816187e+01,2.14742611e+01,-2.11243304e+00,1
-1.18432349e+01,9.95589804e+01,-5.17479736e+01,1
5.66300286e+00,1.73577633e+01,-1.00461352e+02,1
-1.86027862e+02,-8.38199872e+01,-6.62024609e+01,0
-1.00401042e+02,2.67080372e+01,-7.04395749e+01,1
-1.18340953e+02,-1.05678702e+02,-9.55947603e+00,0
